Date,Text,Username,Length_Text,Sentiment
Fri Dec 15 18:43:24 +0000 2023,"Kami pendukung AMIN agen perubahan lebih Adil dan Sejahtera untuk semua  dan siap menjadi Balad AMIN, Jubir Desa sampai Rakyat sadar mencoblos AMIN Indonesia akan Bahagia dan baik baik saja.  #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/p3LiqTRGzz",djimatwali,283,Positive
Fri Dec 15 18:43:15 +0000 2023,"Cak Imin, dulu sok anti-FPI, sekarang malah jadi ojek payung Rizieq. Kreatif tapi norak! @Peachy_Snoopy_ | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/XLGGXWCXXG https://t.co/6TqA3t9ByA",mhranihesti,312,Negative
Fri Dec 15 18:40:35 +0000 2023,"Politisi oportunis kayak gini bikin ilfil, dulu nggak peduli, sekarang pura-pura sayang. @AbBahroni  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/ubY9xWrm3o https://t.co/EaRp8KZna5",AlfianArdiansyx,289,Positive
Fri Dec 15 18:40:25 +0000 2023,"Cak Imin, mungkin harus ikut kelas bahasa politik, dari anti FPI dan HTI, sekarang malah berduka bersama @prabuMaulana10 | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/YOOV0ZTu5h https://t.co/0ST97LUNwT",tiaanmhwira,328,Negative
Fri Dec 15 18:38:32 +0000 2023,"@IwanIwanely72 PS mengungkit jasa jadikan Pak Anies Gub DKI adalah manifestasi ketidakpercayaan diri PS memenangi Pilpres 2024. Kalau PS percaya diri, harusnya Pak Anies bukanlah halangan.  #AniesMuhaimin2024 #AniesMuhaimin2024",Ary_LFC,258,Positive
Fri Dec 15 18:37:39 +0000 2023,"Prabowo lebih konsisten, Cak Imin malah bener-bener muter otak saking banyaknya belokannya. @peachy_lych | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/IVyip2z8d8 https://t.co/cAIm14XMAY",baayuptama,312,Negative
Fri Dec 15 18:36:41 +0000 2023,"Perubahan tidak lahir tanpa gerakan. Yang ingin Indonesia berubah, ayo jadi Jubir Desa untuk menyuarakan perubahan Indonesia bersama AMIN #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/k0lSLj3Q9k",with_vespa,229,Positive
Fri Dec 15 18:35:04 +0000 2023,@DPNAminBalad Pasti MENANG #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/QhPLLFgMw5,WildaEsra,118,Positive
Fri Dec 15 18:34:55 +0000 2023,"Cak Imin, mungkin dia kurang kalsium, dari anti FPI dan HTI, sekarang malah jadi tulang punggung kelompok kanan @pr66ty_v4mp | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/5E6vWNFwHA https://t.co/kjcD6cxuRf",salsaabilafra,332,Negative
Fri Dec 15 18:33:31 +0000 2023,@DPNAminBalad Penyambung lidah untuk mendukung  visi dan misi AMIN #YukJadiJubirAMIN  #AniesMuhaimin2024,AzAri587024,135,Positive
Fri Dec 15 18:32:25 +0000 2023,Sejuta JUBIR DESA AMIN siap mensosialisasikan Visi &amp  Misi AMIN untuk RI 2024 #YukJadiJubirAMIN #AniesMuhaimin2024 @cakimiNOW @aniesbaswedan @DPP_PKB @dpwpkbjatim_  @PKBMojokerto https://t.co/LRKG7uIDRJ,Makinun2022,236,Positive
Fri Dec 15 18:32:08 +0000 2023,"Cak Imin, dulu bikin wacana bubarin FPI, sekarang malah jadi juragan bensin Rizieq. Buka SPBU baru ya? @peachk0o | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/X3IgozPG2k https://t.co/DQSZBoQpim",rakaaryask,320,Negative
Fri Dec 15 18:31:30 +0000 2023,"Cak Imin, main politik itu nggak boleh seperti beralih channel di TV Bukan berarti kita bisa ganti pandangan politik seenaknya @ppp152312 | | AMIN 2024 Tolol | TOLOL | RSHS | Tegal #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/kAUuv9uOdX https://t.co/CbS6kzJMqb",arytamaarav,335,Negative
Fri Dec 15 18:30:47 +0000 2023,"Balad AMIN, Jubir Desa Org pinter wajib jadi President, sdh terbukti paling unggul di Debat Capres 12 Des 2023 kemarin  #YukJadiJubirAMIN #AniesMuhaimin2024 @cakimiNOW @DPP_PKB https://t.co/NSaZy9hSH8",Yanto1Edhy,231,Positive
Fri Dec 15 18:29:18 +0000 2023,"Cak Imin, mestinya jadi seniman taman, dari anti FPI dan HTI, sekarang malah jadi tukang kebun di kelompok kanan @Pr04Ratih | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/Df5yDK9BIf https://t.co/DS1PVZ68Nl",dhiiaanggun,331,Negative
Fri Dec 15 18:28:54 +0000 2023,"Makin ga sehat aja nih media, giliran uas dukung anies dituding politik identitas @tvOneNews  #AniesMuhaimin2024 https://t.co/VJPpRu4RHD",jubirdesa,167,Positive
Fri Dec 15 18:28:41 +0000 2023,"Prabowo lebih tegas, Cak Imin main belok-belok kayak bocah pusing. @pcrpcy_teduh  #PrabowoGibran2024 | Tegal | AMIN 2024 Tolol | #AniesMuhaimin2024 TOLOL | RSHS | Tegal | #JumatBerkah | #BingkaiUlamaIndonesiamu https://t.co/o8tVSyeC4M https://t.co/TxIwvmGHcK",Dewdewisaptr,289,Negative
Fri Dec 15 18:24:00 +0000 2023,"Cak Imin, kayaknya politiknya butuh GPS Dulu anti-kanan, sekarang malah masuk tol kelompok kanan Udah tersesat, nggak nyadar-nyadar! @ppinippix | Tegal | AMIN 2024 Tolol | TOLOL | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/0SYmzXkhlD https://t.co/ugmgBxGuOS",Alexherrawn,334,Negative
Fri Dec 15 18:23:58 +0000 2023,Gemakan semangat oerubahan sampai ke pelosok Desa #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/A31faZsrD3,Fajar_Paradipa,141,Positive
Fri Dec 15 18:23:15 +0000 2023,"Cak Imin, dulu ngomong FPI ultra kanan, sekarang jadi tukang pijet Rizieq. Udah kayak telenovela! @pcrleejn | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/0ckB2gz5Ff https://t.co/oxmle9WxR1",fikrizaenudinn,315,Negative
Fri Dec 15 18:21:33 +0000 2023,Siap jadi Jubir Desa untuk Perubahan yang berkeadilan  #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/0AOcuWwb08,JQCiViL,146,Positive
Fri Dec 15 18:21:10 +0000 2023,"Cak Imin tuh kok kayak lintah darat, tiba-tiba cinta FPI setelah dulu bubarin. @0417Anggrek  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/fvozAtSeiA https://t.co/lRhXqdLJcb",salwaaulx,281,Negative
Fri Dec 15 18:21:08 +0000 2023,"Cak Imin, dulu keras banget bilang FPI berbahaya, sekarang malah jadi temennya. Goyang kelojotan! @pberliana902 | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/eTihSbA8Yn https://t.co/QcGC4sfbma",Sulisirwat,319,Negative
Fri Dec 15 18:20:18 +0000 2023,@DPNAminBalad Mantap #YukJadiJubirAMIN  #AniesMuhaimin2024,afisnagan,89,Positive
Fri Dec 15 18:18:14 +0000 2023,"Cak Imin, kayaknya lupa deh sama prinsip-prinsipnya sendiri, dulu bilang FPI dan HTI radikal, sekarang malah nurut @ppenghunibumi Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/gkHP0zY3XM https://t.co/qX5oQRhQlD",Ratnootri,335,Negative
Fri Dec 15 18:17:58 +0000 2023,"Assalamualaikum Wr Wb Bangun Bangun Hayu Sepertiga Malam katanya mau ganti presiden Ayo kita bermunajat sama Allah SWT semoga dapat pemimpin yang bijaksana ,Amanah dan berpihak ke pada rakyatnya . Aamiin @aniesbaswedan @cakimiNOW #AniesMuhaimin2024 #AMINAjaDulu",NyaiMom2,292,Positive
Fri Dec 15 18:17:50 +0000 2023,"Cak Imin kayak anak kecil, dulu marah-marah, sekarang minta dipeluk. @ABDROHI70311569  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/SYAkqXyPno https://t.co/eB432ojWcX",DivaZakiii,275,Positive
Fri Dec 15 18:17:24 +0000 2023,@DPNAminBalad AMIN tetap nomor 1 Aamiin.... #YukJadiJubirAMIN  #AniesMuhaimin2024,IrnaGircha,112,Positive
Fri Dec 15 18:16:07 +0000 2023,@DPNAminBalad Mantap #YukJadiJubirAMIN  #AniesMuhaimin2024,maopsagai,89,Positive
Fri Dec 15 18:15:24 +0000 2023,"Prabowo kayaknya lebih pantas jadi pemimpin, daripada Cak Imin yang main-main sana-sini. @PBatak10 | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/9AXbKZybfR https://t.co/LL6ZLACu7g",Wantooastrono,306,Negative
Fri Dec 15 18:14:47 +0000 2023,"Cak Imin, kok bisa ya, dari anti kelompok kanan, sekarang malah minta dukungan, politik apa ini, politik bau bawang? @pplpie0 | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/0zrcLx4DQp https://t.co/mUDU2M24Zo",aurarorase,333,Negative
Fri Dec 15 18:14:29 +0000 2023,@PartaiSocmed @aniesbaswedan Karena prosentase polling anies tinggi maka  pekerja  dalam hal ini buzerp sibuk bekerja untuk menjatuhkan capres #01 #AniesMuhaimin2024,MbahNgabdul,196,Neutral
Fri Dec 15 18:12:34 +0000 2023,"Cak Imin, kayaknya lupa bawa GPS politik Dulu anti-kanan, sekarang malah ikutan konvoi kelompok kanan Udah nyasar, belum nyadar! @ppeithru Tegal | AMIN 2024 Tolol | TOLOL | RSHS | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/jnfVUWHYzc https://t.co/0znCf3NrBM",Restiiastuti,334,Negative
Fri Dec 15 18:11:58 +0000 2023,@DPNAminBalad AMIN Capres dan Cawapres terbaik... #YukJadiJubirAMIN #AniesMuhaimin2024,Arwin_TAPM,117,Positive
Fri Dec 15 18:11:58 +0000 2023,"Cak Imin, dulu nyalahin FPI kayak anak SD, sekarang malah minta duit beli permen sama Rizieq. Hahaha! @pcntacwecntik | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/mBiwrY6RoP https://t.co/v5N9jhkmIj",TikaKartikaza,324,Negative
Fri Dec 15 18:11:44 +0000 2023,"Cak Imin, kayaknya gak berani ngomong 'tidak' ke siapa-siapa, dari ultra kanan tiba-tiba nurut ke kelompok kanan @Ppatbingsu_nim Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/vcmHGe3kK1 https://t.co/WD2Jskm4Bs",rsaaauliaa,334,Negative
Fri Dec 15 18:11:11 +0000 2023,Cawapres Gus Muhaimin mengkukuhkan Sukarelawan 1 Juta Jubir Desa Anies-Muhaimin (AMIN). Launching 1 Juta  Jubir Desa AMIN sebagai penyambung lidah AMIN kepada masyarakat tentang visi misi dan untuk mengkonsolidasikan kekuatan pendukung AMIN.  #YukJadiJubirAMIN #AniesMuhaimin2024 https://t.co/4Lpy9Ruf0A,aguriadi1945,334,Positive
Fri Dec 15 18:09:46 +0000 2023,"Cak Imin, dulu maksa bubarin FPI, sekarang makin manja sama Rizieq. Jilat ludah sendiri! @payedtato | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/LX7FVBTxez https://t.co/rbcQ1MEEwo",Gazadewwi,307,Negative
Fri Dec 15 18:08:55 +0000 2023,"Prabowo punya sikap yang jelas, beda banget sama Cak Imin yang kayak kupu-kupu suka belok-belok. @paultb_ | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/22x1Fklekl https://t.co/fa3015S6zR",adeliakhanzz,313,Negative
Fri Dec 15 18:08:54 +0000 2023,Yuk jadi jubir AMIN #YukJadiJubirAMIN #AniesMuhaimin2024 @cakimiNOW @DPP_PKB https://t.co/0Dq7HZBu7u,TanOka441215,131,Positive
Fri Dec 15 18:08:43 +0000 2023,"Balad Amin, Jubir Desa  Launching 1 Jubir Desa AMIN sbg penyambung lidah AMIN kpd Masyarakat ttg Visi Misi &amp  untuk mengkonsolidasikan kekuatan pendukung AMIN...  #YukJadiJubirAMIN #AniesMuhaimin2024 @cakimiNOW  @DPP https://t.co/tusKFBfM50",Firmanisme__,274,Positive
Fri Dec 15 18:08:42 +0000 2023,"@DPNAminBalad Satu untuk semua, semua untuk Satu. Amin kan Indonesia #YukJadiJubirAMIN #AniesMuhaimin2024",AgusIrw8980,136,Positive
Fri Dec 15 18:06:56 +0000 2023,"Cak Imin, kayaknya lebih suka main tersembunyi, dulu bilang FPI dan HTI ultra kanan, sekarang malah bermesraan @ppawmpkins | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/XpcgnncgKc https://t.co/h48XJ23JxT",Reniibrliana,330,Negative
Fri Dec 15 18:06:11 +0000 2023,"Cak Imin, kayaknya dia suka main monopoly politik, dari anti FPI dan HTI, sekarang malah beli properti di kelompok kanan @PP5738751497596 | | AMIN 2024 Tolol | TOLOL | RSHS | Tegal #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/sqxDaQdpzB https://t.co/90jynnV1ef",arsyadalf,335,Negative
Fri Dec 15 18:05:57 +0000 2023,Kereeen GusÉ. !!!   #YukJadiJubirAMIN  #AniesMuhaimin2024,zainul_munas,88,Positive
Fri Dec 15 18:05:49 +0000 2023,"Cak Imin, dulu nyerang FPI kayak Rambo, sekarang malah jadi tukang gendong Rizieq. Apa ini drama musikal? @subairi_ubai RSHS | | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #AniesMuhaimin2024 #GengPastiPasti https://t.co/hxy90R8t7i https://t.co/bHrJ7B2eHs",Erwinfauzanm,325,Negative
Fri Dec 15 18:04:17 +0000 2023,"@DPNAminBalad Ayok rame-rame kita daftar jadi Jubir AMIN, pasangan yg diharapkan oleh seluruh rakyat Indonesia  #YukJadiJubirAMIN #AniesMuhaimin2024",Suhardin1214049,179,Positive
Fri Dec 15 18:04:06 +0000 2023,"Prabowo tegas, Cak Imin malah kaya boneka karet yang bisa diarahin kemana aja. @PaxleyTre  #PrabowoGibran2024 | Tegal | AMIN 2024 Tolol | #AniesMuhaimin2024 TOLOL | RSHS | Tegal | #JumatBerkah | #BingkaiUlamaIndonesiamu https://t.co/kc6TiN0kj2 https://t.co/tkT41yGI9V",Mikealleee,298,Negative
Fri Dec 15 18:03:59 +0000 2023,"Ingat yaa, Nomor 1..??  #AniesMuhaimin2024 https://t.co/6um4CbXG2P",King_Alphaca,97,Neutral
Fri Dec 15 18:03:25 +0000 2023,"Cak Imin dulu konon anti-FPI, sekarang malah kyai ngemis restu ke Rizieq. Humoris banget! @paulina_merlind | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/MkSl7pizw3 https://t.co/pcGz8nrM2o",dimaasaqill,314,Negative
Fri Dec 15 18:03:24 +0000 2023,"Cak Imin, jangan serakah cari suara ya @potret_ok  #PrabowoGibran2024 | Tegal | AMIN 2024 Tolol | #AniesMuhaimin2024 TOLOL | RSHS | Tegal | #JumatBerkah | #BingkaiUlamaIndonesiamu https://t.co/YJ5uZN8Vtz https://t.co/uICkF54syV",vinandaritaaspi,258,Negative
Fri Dec 15 18:03:01 +0000 2023,"PKB bilang FPI berbahaya, sekarang malah menggandengnya. Politik nggak jelas! @merapi_kuncen  RSHS | #AniesMuhaimin2024 | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #GengPastiPasti https://t.co/prw38W3Isy https://t.co/rStuv4OvK3",maharaniririka,299,Negative
Fri Dec 15 18:02:55 +0000 2023,"*Yuk Jadi Jubir AMIN* Launching 1 Juta  Jubir Desa AMIN sebagai penyambung lidah AMIN kepada masyarakat tentang visi misi dan untuk mengkonsolidasikan kekuatan pendukung AMIN.    #YukJadiJubirAMIN #AniesMuhaimin2024 _*Balad AMIN, Jubir Desa*_ @cakimiNOW @DPP_PKB https://t.co/bNCvjKNNUt",jayrochim,317,Positive
Fri Dec 15 18:02:19 +0000 2023,Jubir Perubaham ujtuk Indonesia yang Adil dan Makmur #YukJadiJubirAMIN  #AniesMuhaimin2024 https://t.co/D6h1QUSs7V,wong_srusuh,145,Positive
Fri Dec 15 18:01:48 +0000 2023,"Ngerii, setelah debat capres 2024 pertama, #AniesMuhaimin2024 tak terbendung, gmn nnti setelah debat cawapres ya? https://t.co/qtQL99RfVE",Lucky_CALPRO,168,Neutral
Fri Dec 15 18:01:18 +0000 2023,"Cak Imin, kayaknya gak jelas nih, dulu bilang FPI dan HTI ultra kanan, sekarang malah minta dukungan dari mereka @ppawkau | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/75Zs2Wbdhb https://t.co/JR5ZdZWH6e",Lolaamirra,329,Negative
Fri Dec 15 18:00:35 +0000 2023,"Cak Imin, kayaknya dia punya bakat jadi pelawak politik, dari anti FPI dan HTI, sekarang malah jadi pelawak tetap di kelompok kanan @poyukacangkeju | Tegal | AMIN 2024 Tolol | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/LMNluAF0Oq https://t.co/CHfH8zzPyO",kiaraaqsa,330,Negative
Fri Dec 15 18:00:17 +0000 2023,"Prabowo lebih tegas, Cak Imin main belok-belok kayak bocah pusing. @SUADAM14  RSHS | #AniesMuhaimin2024 | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #GengPastiPasti https://t.co/EaqVKwdQuW https://t.co/1MAb2vNUXi",Ramdanibahtra,283,Negative
Fri Dec 15 18:00:14 +0000 2023,Rapatkan barisan Tetap 1 Suara 1 AMIN  #AniesMuhaimin2024  #AMINAjaDulu,FarglaZ666,102,Positive
Fri Dec 15 17:59:25 +0000 2023,"Cak Imin tuh bener-bener bikin bingung, dulu gak nyambung, sekarang malah 'hug'. @AdhiSurah  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/QfZ3U9yGiZ https://t.co/lUslTst5km",ekoputraaac,281,Negative
Fri Dec 15 17:58:32 +0000 2023,"Cak Imin, dulu nyinyir FPI islam ultra kanan, sekarang jadi supir taksi online Rizieq. Kreatif tapi aneh! @pawzlepiece | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/YfDtZ4fwZ0 https://t.co/CddGUjdcqF",Putriialfii,326,Negative
Fri Dec 15 17:58:15 +0000 2023,"Cak Imin jadi bikin bingung, dulu musuhan, sekarang malah temenan. @3giatmoko  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/NHMRlnNcGf https://t.co/NR6KsH0ZPm",yunihanddayani,267,Positive
Fri Dec 15 17:57:49 +0000 2023,"Prabowo konsisten aja, nggak kayak Cak Imin yang kaya balon gas bocor, ngempes sendiri. @patrickmoon177 | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/ZqcJDZSvDK https://t.co/SUSAWHyPHt",kalinaadlia,311,Negative
Fri Dec 15 17:57:45 +0000 2023,"Cak Imin, jangan kayak gitu lah, dari dulu bilang FPI dan HTI ultra kanan, sekarang malah jadi teman baik, ada apa sih? @potatoyupi Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/QbKks4Mqy4 https://t.co/hskT2qycCK",lisdanafilwah,335,Negative
Fri Dec 15 17:57:28 +0000 2023,"Prabowo memang pemimpin yang jelas dan tegas, nggak seperti Cak Imin yang gampang goyang. @Menganisme RSHS | | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #AniesMuhaimin2024 #GengPastiPasti https://t.co/4K5q9pVLaa https://t.co/WYQZC67MkZ",Zidanpriansyahh,307,Negative
Fri Dec 15 17:57:17 +0000 2023,"Udah kayak sinetron aja, dulu musuhan, sekarang jadi sahabatan. @abdul_jamil55  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/txmbRuGwme https://t.co/9JOxZeU5xc",BimaPramasta,268,Positive
Fri Dec 15 17:56:29 +0000 2023,Pelibatan Perempuan dalam tim pemenangan AMIN adalah  satu cermin yang jelas atas dukungan Visi-Misi yang berpihak pada perempuan. #YukJadiJubirAMIN #AniesMuhaimin2024  @cakimiNOW  @DPP_PKB https://t.co/JeHp1yOm60,ilham_laskar89,244,Positive
Fri Dec 15 17:55:39 +0000 2023,@Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @AkalSehat2024 @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy Bismillaahirrohmaanirrohiim... #AniesMuhaimin2024 #AniesMuhaimin2024,Ary_LFC,239,Neutral
Fri Dec 15 17:55:02 +0000 2023,"Cak Imin, kayaknya dia punya bakat jadi bintang sinetron, dari anti FPI dan HTI, sekarang malah jadi pemeran utama @poyantgates | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/s2ENTxpBOB https://t.co/qy27zqlTEV",ikhsanzahiril,335,Negative
Fri Dec 15 17:55:02 +0000 2023,"Cak Imin, nge-ban FPI dulu, sekarang malah manjilat ke Rizieq. Ini mau main apa? @passsutr  #PrabowoGibran2024 | Tegal | AMIN 2024 Tolol | #AniesMuhaimin2024 TOLOL | RSHS | Tegal | #JumatBerkah | #BingkaiUlamaIndonesiamu https://t.co/8eb9NF2ZQt https://t.co/d3HosYRjOW",faldiandrey13,299,Negative
Fri Dec 15 17:54:49 +0000 2023,"Politisi cuci tangan, dulu ngebuang, sekarang nyari lagi. @81_iwank  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/tKyt7JXjjy https://t.co/x4YqTcB0Nf",GumayPutrii,257,Positive
Fri Dec 15 17:54:44 +0000 2023,Amin Pasti Menang #YukJadiJubirAMIN  #AniesMuhaimin2024 https://t.co/Np3sD3eZBf,Dedi99Ismail,110,Positive
Fri Dec 15 17:54:42 +0000 2023,"Cak Imin, dulu ngomong FPI ultra kanan, sekarang jadi tukang pijet Rizieq. Udah kayak telenovela! @Styadie5 RSHS | | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #AniesMuhaimin2024 #GengPastiPasti https://t.co/sISm7Kzvex https://t.co/Rg83CPphsg",ameliapprmatasz,313,Negative
Fri Dec 15 17:54:24 +0000 2023,"Prabowo paham banget jadi pemimpin, beda sama Cak Imin yang bingung jadi tukang selusin. @stn_duddy RSHS | | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #AniesMuhaimin2024 #GengPastiPasti https://t.co/CxamfBtphE https://t.co/mS9qOn13IQ",AuliaaLila,305,Negative
Fri Dec 15 17:54:14 +0000 2023,"BALADESA bersama BALAD AMIN,siap menjadi Jubir Desa untuk kemenangan AMIN. #YukJadiJubirAMIN #AniesMuhaimin2024  @cakimiNOW @DPP_PKB https://t.co/kU0hwzU3PA",irwan_encep,187,Positive
Fri Dec 15 17:52:38 +0000 2023,"Politisi kayak gini bikin emosi naik turun, dulu jauh, sekarang peluk. @Abisofia4  #JumatBerkah AMIN Anies Dalang Politik #DebatCapres Ulama #AniesMuhaimin2024 Pemilu 2024 ijtima ulama Prabowo https://t.co/9GeJi2ct2N https://t.co/6lW9hYuvlT",IrfanRamadann,271,Positive
Fri Dec 15 17:52:17 +0000 2023,"Cak Imin, dulu menggonggong FPI berbahaya, sekarang nyengir minta ampun ke Rizieq. Itu strategi politik apa bingung gue! @patriciaajerama | | AMIN 2024 Tolol | TOLOL | RSHS | Tegal #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/EiTi7RErqa https://t.co/473yDCRlfx",anindyaastr,335,Negative
Fri Dec 15 17:52:14 +0000 2023,"Cak Imin, jangan kayak anak kecil yang main petak umpet politik Ini tentang kepemimpinan yang jelas dan konsisten @potatoogravy | Tegal | AMIN 2024 Tolol | TOLOL | RSHS | Tegal | | #PrabowoGibran2024 #AniesMuhaimin2024 #JumatBerkah #BingkaiUlamaIndonesiamu https://t.co/9T5xUUVBqt https://t.co/ORjHe1rcUC",dilahnitahara71,335,Negative
Fri Dec 15 17:51:55 +0000 2023,"Cak Imin, omongan dulu kayak apa? PKB yang kritis tiba-tiba nunduk ke Rizieq Shihab. @Mekojek  RSHS | #AniesMuhaimin2024 | Ginting | Geek | JumatBerkah |Meghan | BingkaiUlamaIndonesiamu |Presiden Virtual | #GengPastiPasti https://t.co/GIr9AQwvos https://t.co/X21vHbVJgF",RianAndrysh,300,Negative
